Filename,Volume_cm3,Height_m,Alpha,Method,MaxX,MaxY,MaxZ
cluster_127.txt,11.464513,0.034670,,convex,-2.402190,4.154090,7.001150
cluster_128.txt,2.958115,0.019390,,convex,-2.279850,4.203700,6.986410
cluster_129.txt,2.148880,0.014040,,convex,-2.800760,4.248520,6.978750
cluster_13.txt,23.030605,0.056770,,convex,-3.096620,4.128390,7.014340
cluster_130.txt,4.226947,0.036770,,convex,-2.770520,4.270130,7.005620
cluster_131.txt,0.840306,0.009930,,convex,-2.792320,4.300890,6.975860
cluster_132.txt,7.974800,0.042170,,convex,-2.702610,4.283800,7.001750
cluster_133.txt,1.267448,0.012320,,convex,-2.647600,4.271780,6.974010
cluster_134.txt,2.229389,0.032080,,convex,-2.658830,4.298820,6.994680
cluster_135.txt,1.095622,0.010480,,convex,-2.803340,4.384770,6.969850
cluster_136.txt,0.244592,0.007060,,convex,-2.753820,4.401200,6.966330
cluster_137.txt,3.440486,0.014050,,convex,-2.751800,4.338570,6.976440
cluster_138.txt,0.330590,0.007520,,convex,-2.689650,4.347520,6.969130
cluster_139.txt,0.495316,0.007200,,convex,-2.709930,4.359060,6.974660
cluster_14.txt,9.178224,0.036120,,convex,-3.102990,4.091570,6.997280
cluster_140.txt,1.775266,0.014230,,convex,-2.652110,4.366610,6.976800
cluster_141.txt,3.625796,0.029150,,convex,-2.724790,4.391600,6.990720
cluster_142.txt,6.889501,0.017410,,convex,-2.570880,4.247620,6.976310
cluster_143.txt,1.252034,0.017130,,convex,-2.622530,4.266810,6.981050
cluster_144.txt,2.662968,0.024390,,convex,-2.588470,4.269830,6.987630
cluster_145.txt,1.067111,0.018600,,convex,-2.613190,4.299220,6.984460
cluster_146.txt,8.967757,0.049690,,convex,-2.557140,4.283160,7.015200
cluster_147.txt,0.828377,0.018710,,convex,-2.524350,4.266710,6.994280
cluster_148.txt,0.355663,0.005940,,convex,-2.500760,4.234460,6.974110
cluster_149.txt,2.890949,0.023820,,convex,-2.461640,4.240940,6.995290
cluster_15.txt,0.746092,0.013940,,convex,-3.084850,4.092220,6.964170
cluster_150.txt,1.786894,0.024020,,convex,-2.501200,4.260840,7.000610
cluster_151.txt,3.149366,0.038820,,convex,-2.474350,4.312850,7.021910
cluster_152.txt,0.519768,0.015420,,convex,-2.616120,4.332840,6.981210
cluster_153.txt,1.478655,0.020560,,convex,-2.641170,4.396670,6.983150
cluster_154.txt,0.447950,0.022380,,convex,-2.601340,4.394410,6.991350
